-2.6,10.9,-31.16736,9.389781,-3.835032,10.28553,-25.51318,10.55584,-24.24862,10.18583,-30.81077,11.43456,-17.5733,10.20224,-16.68169,10.52456,-12.67833,10.65345,-9.838839,11.72386,-3.942983,11.46854
-2.620651,10.90201,-31.20569,9.389673,-3.915011,10.24912,-25.58681,10.5615,-24.2679,10.18259,-30.85711,11.43456,-17.6693,10.20224,-16.69677,10.52926,-12.70891,10.65345,-9.869178,11.72386,-4.025663,11.5031
-2.65027,10.90673,-31.24402,9.389459,-3.994025,10.21449,-25.65953,10.5668,-24.28769,10.17956,-30.90344,11.4344,-17.7653,10.20224,-16.71246,10.53345,-12.7395,10.65345,-9.899517,11.72386,-4.095443,11.53113
-2.698911,10.91286,-31.28234,9.388727,-4.060987,10.18703,-25.73136,10.57177,-24.30799,10.17672,-30.94976,11.43348,-17.86131,10.20224,-16.72878,10.53719,-12.77008,10.65345,-9.929856,11.72386,-4.158053,11.55492
-2.747921,10.91898,-31.32064,9.38747,-4.127763,10.16065,-25.79185,10.57362,-24.33226,10.17499,-30.99607,11.4318,-17.95731,10.20224,-16.74576,10.54053,-12.80066,10.65345,-9.960196,11.72386,-4.220501,11.57769
-2.80792,10.91898,-31.35887,9.384667,-4.187842,10.13893,-25.84567,10.57362,-24.36276,10.17499,-31.04224,11.42789,-18.05331,10.20224,-16.76339,10.5435,-12.83125,10.65345,-9.990535,11.72386,-4.28291,11.59953
-2.86792,10.91898,-31.39709,9.381751,-4.247952,10.11809,-25.89949,10.57362,-24.39327,10.17499,-31.08839,11.42383,-18.14931,10.20224,-16.7817,10.54616,-12.86183,10.65345,-10.02087,11.72386,-4.345282,11.6205
-2.92792,10.91898,-31.43527,9.378456,-4.308888,10.11809,-25.95331,10.57362,-24.42377,10.17499,-31.1345,11.41926,-18.24531,10.20224,-16.80411,10.54772,-12.89242,10.65345,-10.05121,11.72386,-4.406611,11.6205
-2.98792,10.91898,-31.47342,9.374822,-4.369825,10.11809,-26.00713,10.57362,-24.45427,10.17499,-31.18056,11.41424,-18.34131,10.20224,-16.82684,10.54913,-12.923,10.65345,-10.08155,11.72386,-4.467941,11.6205
-3.04792,10.91898,-31.51154,9.370825,-4.430762,10.11809,-26.06094,10.57362,-24.48477,10.17499,-31.22656,11.40874,-18.43731,10.20224,-16.85544,10.54913,-12.95358,10.65345,-10.11189,11.72386,-4.529271,11.6205
-3.10792,10.91898,-31.54963,9.366517,-4.491699,10.11809,-26.11476,10.57362,-24.51528,10.17499,-31.27252,11.40284,-18.53331,10.20224,-16.88405,10.54913,-12.98417,10.65345,-10.14223,11.72386,-4.590601,11.6205
-3.16792,10.91898,-31.58768,9.361936,-4.552636,10.11809,-26.16858,10.57362,-24.54578,10.17499,-31.31843,11.39659,-18.62931,10.20224,-16.91266,10.54913,-13.01475,10.65345,-10.17257,11.72386,-4.651931,11.6205
-3.22792,10.91898,-31.62566,9.356785,-4.613573,10.11809,-26.2224,10.57362,-24.57628,10.17499,-31.36423,11.38962,-18.72531,10.20224,-16.94126,10.54913,-13.04533,10.65345,-10.20291,11.72386,-4.713261,11.6205
-3.28792,10.91898,-31.6636,9.35137,-4.67451,10.11809,-26.27621,10.57362,-24.60678,10.17499,-31.40999,11.38233,-18.82131,10.20224,-16.96987,10.54913,-13.07592,10.65345,-10.23325,11.72386,-4.77459,11.6205
-3.34792,10.91898,-31.70152,9.345738,-4.735447,10.11809,-26.33003,10.57362,-24.63729,10.17499,-31.4557,11.37479,-18.91731,10.20224,-16.99848,10.54913,-13.1065,10.65345,-10.26359,11.72386,-4.83592,11.6205
-3.40792,10.91898,-31.7394,9.339913,-4.796384,10.11809,-26.38385,10.57362,-24.66779,10.17499,-31.50138,11.36701,-19.01331,10.20224,-17.02708,10.54913,-13.13708,10.65345,-10.29393,11.72386,-4.89725,11.6205
-3.46792,10.91898,-31.77725,9.3339,-4.857321,10.11809,-26.43767,10.57362,-24.69829,10.17499,-31.54702,11.35901,-19.10931,10.20224,-17.05569,10.54913,-13.16767,10.65345,-10.32427,11.72386,-4.95858,11.6205
-3.52792,10.91898,-31.81508,9.32772,-4.918258,10.11809,-26.49149,10.57362,-24.72879,10.17499,-31.59262,11.35083,-19.20531,10.20224,-17.0843,10.54913,-13.19825,10.65345,-10.35461,11.72386,-5.01991,11.6205
-3.58792,10.91898,-31.85288,9.321383,-4.979195,10.11809,-26.5453,10.57362,-24.75929,10.17499,-31.63819,11.34246,-19.30132,10.20224,-17.1129,10.54913,-13.22883,10.65345,-10.38494,11.72386,-5.08124,11.6205
-3.64792,10.91898,-31.89065,9.314897,-5.040132,10.11809,-26.59912,10.57362,-24.7898,10.17499,-31.68373,11.33393,-19.39732,10.20224,-17.14151,10.54913,-13.25942,10.65345,-10.41528,11.72386,-5.14257,11.6205
-3.70792,10.91898,-31.9284,9.308267,-5.101068,10.11809,-26.65294,10.57362,-24.8203,10.17499,-31.72924,11.32524,-19.49332,10.20224,-17.17011,10.54913,-13.29,10.65345,-10.44562,11.72386,-5.203899,11.6205
-3.76792,10.91898,-31.96613,9.301502,-5.162005,10.11809,-26.70676,10.57362,-24.8508,10.17499,-31.77472,11.3164,-19.58932,10.20224,-17.19872,10.54913,-13.32058,10.65345,-10.47596,11.72386,-5.265229,11.6205
-3.827919,10.91898,-32.00382,9.294565,-5.222942,10.11809,-26.76057,10.57362,-24.8813,10.17499,-31.82017,11.30738,-19.68532,10.20224,-17.22733,10.54913,-13.35117,10.65345,-10.5063,11.72386,-5.326559,11.6205
